week,segment,origin_loc,destination_loc,flow_count,destination_city,origin_city,origin_centroid,destination_centroid
2022-52,1,7,3,1,Afyonkarahisar,Ankara,POINT (33.43507805455542 40.199201955939934),POINT (30.243694963429604 38.74724813828608)
2022-52,1,27,40,1,Istanbul,Duzce,POINT (31.180841601318992 40.81697072735935),POINT (28.966126985906072 41.040226865149044)
2022-52,1,33,42,1,Kahramanmaras,Gaziantep,POINT (37.8963594466952 36.85311038836439),POINT (36.55584985318895 38.08131458569416)
2022-52,1,33,68,1,Sanliurfa,Gaziantep,POINT (37.8963594466952 36.85311038836439),POINT (39.75759311603928 37.235060462645706)
2022-52,1,40,41,1,Izmir,Istanbul,POINT (28.966126985906072 41.040226865149044),POINT (26.642010615410324 38.30207291826171)
2022-52,1,52,40,1,Istanbul,Kocaeli,POINT (29.745013072029078 40.85994893376326),POINT (28.966126985906072 41.040226865149044)
2022-52,1,64,42,1,Kahramanmaras,Osmaniye,POINT (36.118421721446666 37.404147307605996),POINT (36.55584985318895 38.08131458569416)
2022-52,1,68,26,1,Diyarbakir,Sanliurfa,POINT (39.75759311603928 37.235060462645706),POINT (39.980783435026474 37.97718871461234)
2022-52,2,1,64,1,Osmaniye,Adana,POINT (35.82554894766164 37.874874940976625),POINT (36.118421721446666 37.404147307605996)
2022-52,2,33,37,1,Hatay,Gaziantep,POINT (37.8963594466952 36.85311038836439),POINT (36.50905200292296 36.28404837457669)
2022-52,2,40,73,1,Tekirdag,Istanbul,POINT (28.966126985906072 41.040226865149044),POINT (27.71629005242506 41.273565776357366)
2022-52,2,52,5,1,Aksaray,Kocaeli,POINT (29.745013072029078 40.85994893376326),POINT (33.937132291824796 38.40342884994016)
2022-52,2,52,40,1,Istanbul,Kocaeli,POINT (29.745013072029078 40.85994893376326),POINT (28.966126985906072 41.040226865149044)
2022-52,2,58,1,1,Adana,Mersin,POINT (34.859415559296465 37.06386143110599),POINT (35.82554894766164 37.874874940976625)
2022-52,2,64,1,1,Adana,Osmaniye,POINT (36.118421721446666 37.404147307605996),POINT (35.82554894766164 37.874874940976625)
2022-52,2,68,33,1,Gaziantep,Sanliurfa,POINT (39.75759311603928 37.235060462645706),POINT (37.8963594466952 36.85311038836439)
2023-01,1,1,37,1,Hatay,Adana,POINT (35.82554894766164 37.874874940976625),POINT (36.50905200292296 36.28404837457669)
2023-01,1,3,39,1,Isparta,Afyonkarahisar,POINT (30.243694963429604 38.74724813828608),POINT (31.082856743467623 38.29823384232275)
2023-01,1,6,74,1,Tokat,Amasya,POINT (35.42119188367438 40.82986932640219),POINT (36.04707989055985 39.99710525898729)
2023-01,1,7,53,1,Konya,Ankara,POINT (33.43507805455542 40.199201955939934),POINT (32.88714497347114 38.69405100533909)
2023-01,1,7,62,1,Nigde,Ankara,POINT (33.43507805455542 40.199201955939934),POINT (34.809327005974254 38.12005572371855)
2023-01,1,7,68,1,Sanliurfa,Ankara,POINT (33.43507805455542 40.199201955939934),POINT (39.75759311603928 37.235060462645706)
2023-01,1,8,20,1,Burdur,Antalya,POINT (30.479442947342882 36.829323916568484),POINT (30.20916069947111 37.62700008041415)
2023-01,1,10,68,1,Sanliurfa,Artvin,POINT (41.53741179329381 40.85158700288236),POINT (39.75759311603928 37.235060462645706)
2023-01,1,20,8,1,Antalya,Burdur,POINT (30.20916069947111 37.62700008041415),POINT (30.479442947342882 36.829323916568484)
2023-01,1,21,22,1,Canakkale,Bursa,POINT (29.078993631601847 40.16892946227833),POINT (27.209901770664114 40.26553272013083)
2023-01,1,21,40,1,Istanbul,Bursa,POINT (29.078993631601847 40.16892946227833),POINT (28.966126985906072 41.040226865149044)
2023-01,1,21,79,1,Yalova,Bursa,POINT (29.078993631601847 40.16892946227833),POINT (29.38410522462258 40.63381462246071)
2023-01,1,22,21,1,Bursa,Canakkale,POINT (27.209901770664114 40.26553272013083),POINT (29.078993631601847 40.16892946227833)
2023-01,1,23,43,1,Karabuk,Cankiri,POINT (33.60457797364536 40.929901945525124),POINT (32.77416866699312 41.318877649958466)
2023-01,1,26,18,1,Bitlis,Diyarbakir,POINT (39.980783435026474 37.97718871461234),POINT (42.509067475079604 38.15673413258248)
2023-01,1,26,68,1,Sanliurfa,Diyarbakir,POINT (39.980783435026474 37.97718871461234),POINT (39.75759311603928 37.235060462645706)
2023-01,1,30,7,1,Ankara,Erzincan,POINT (38.59092373208734 39.23237291060348),POINT (33.43507805455542 40.199201955939934)
2023-01,1,33,37,1,Hatay,Gaziantep,POINT (37.8963594466952 36.85311038836439),POINT (36.50905200292296 36.28404837457669)
