week,segment,origin_loc,destination_loc,flow_count,destination_city,origin_city,origin_centroid,destination_centroid
2022-52,1,7,3,1,AFYONKARAHISAR,ANKARA,POINT (33.43507805455542 40.199201955939934),POINT (30.243694963429604 38.74724813828608)
2022-52,1,27,40,1,ISTANBUL,DUZCE,POINT (31.180841601318992 40.81697072735935),POINT (28.966126985906072 41.040226865149044)
2022-52,1,33,42,1,KAHRAMANMARAS,GAZIANTEP,POINT (37.8963594466952 36.85311038836439),POINT (36.55584985318895 38.08131458569416)
2022-52,1,33,68,1,SANLIURFA,GAZIANTEP,POINT (37.8963594466952 36.85311038836439),POINT (39.75759311603928 37.235060462645706)
2022-52,1,40,41,1,IZMIR,ISTANBUL,POINT (28.966126985906072 41.040226865149044),POINT (26.642010615410324 38.30207291826171)
2022-52,1,52,40,1,ISTANBUL,KOCAELI,POINT (29.745013072029078 40.85994893376326),POINT (28.966126985906072 41.040226865149044)
2022-52,1,64,42,1,KAHRAMANMARAS,OSMANIYE,POINT (36.118421721446666 37.404147307605996),POINT (36.55584985318895 38.08131458569416)
2022-52,1,68,26,1,DIYARBAKIR,SANLIURFA,POINT (39.75759311603928 37.235060462645706),POINT (39.980783435026474 37.97718871461234)
2022-52,2,1,64,1,OSMANIYE,ADANA,POINT (35.82554894766164 37.874874940976625),POINT (36.118421721446666 37.404147307605996)
2022-52,2,33,37,1,HATAY,GAZIANTEP,POINT (37.8963594466952 36.85311038836439),POINT (36.50905200292296 36.28404837457669)
2022-52,2,40,73,1,TEKIRDAG,ISTANBUL,POINT (28.966126985906072 41.040226865149044),POINT (27.71629005242506 41.273565776357366)
2022-52,2,52,5,1,AKSARAY,KOCAELI,POINT (29.745013072029078 40.85994893376326),POINT (33.937132291824796 38.40342884994016)
2022-52,2,52,40,1,ISTANBUL,KOCAELI,POINT (29.745013072029078 40.85994893376326),POINT (28.966126985906072 41.040226865149044)
2022-52,2,58,1,1,ADANA,MERSIN,POINT (34.859415559296465 37.06386143110599),POINT (35.82554894766164 37.874874940976625)
2022-52,2,64,1,1,ADANA,OSMANIYE,POINT (36.118421721446666 37.404147307605996),POINT (35.82554894766164 37.874874940976625)
2022-52,2,68,33,1,GAZIANTEP,SANLIURFA,POINT (39.75759311603928 37.235060462645706),POINT (37.8963594466952 36.85311038836439)
2023-01,1,1,37,1,HATAY,ADANA,POINT (35.82554894766164 37.874874940976625),POINT (36.50905200292296 36.28404837457669)
2023-01,1,3,39,1,ISPARTA,AFYONKARAHISAR,POINT (30.243694963429604 38.74724813828608),POINT (31.082856743467623 38.29823384232275)
2023-01,1,6,74,1,TOKAT,AMASYA,POINT (35.42119188367438 40.82986932640219),POINT (36.04707989055985 39.99710525898729)
2023-01,1,7,53,1,KONYA,ANKARA,POINT (33.43507805455542 40.199201955939934),POINT (32.88714497347114 38.69405100533909)
2023-01,1,7,62,1,NIGDE,ANKARA,POINT (33.43507805455542 40.199201955939934),POINT (34.809327005974254 38.12005572371855)
2023-01,1,7,68,1,SANLIURFA,ANKARA,POINT (33.43507805455542 40.199201955939934),POINT (39.75759311603928 37.235060462645706)
2023-01,1,8,20,1,BURDUR,ANTALYA,POINT (30.479442947342882 36.829323916568484),POINT (30.20916069947111 37.62700008041415)
2023-01,1,10,68,1,SANLIURFA,ARTVIN,POINT (41.53741179329381 40.85158700288236),POINT (39.75759311603928 37.235060462645706)
2023-01,1,20,8,1,ANTALYA,BURDUR,POINT (30.20916069947111 37.62700008041415),POINT (30.479442947342882 36.829323916568484)
2023-01,1,21,22,1,CANAKKALE,BURSA,POINT (29.078993631601847 40.16892946227833),POINT (27.209901770664114 40.26553272013083)
2023-01,1,21,40,1,ISTANBUL,BURSA,POINT (29.078993631601847 40.16892946227833),POINT (28.966126985906072 41.040226865149044)
2023-01,1,21,79,1,YALOVA,BURSA,POINT (29.078993631601847 40.16892946227833),POINT (29.38410522462258 40.63381462246071)
2023-01,1,22,21,1,BURSA,CANAKKALE,POINT (27.209901770664114 40.26553272013083),POINT (29.078993631601847 40.16892946227833)
2023-01,1,23,43,1,KARABUK,CANKIRI,POINT (33.60457797364536 40.929901945525124),POINT (32.77416866699312 41.318877649958466)
2023-01,1,26,18,1,BITLIS,DIYARBAKIR,POINT (39.980783435026474 37.97718871461234),POINT (42.509067475079604 38.15673413258248)
2023-01,1,26,68,1,SANLIURFA,DIYARBAKIR,POINT (39.980783435026474 37.97718871461234),POINT (39.75759311603928 37.235060462645706)
2023-01,1,30,7,1,ANKARA,ERZINCAN,POINT (38.59092373208734 39.23237291060348),POINT (33.43507805455542 40.199201955939934)
2023-01,1,33,37,1,HATAY,GAZIANTEP,POINT (37.8963594466952 36.85311038836439),POINT (36.50905200292296 36.28404837457669)
2023-01,1,33,42,1,KAHRAMANMARAS,GAZIANTEP,POINT (37.8963594466952 36.85311038836439),POINT (36.55584985318895 38.08131458569416)
2023-01,1,33,55,1,MALATYA,GAZIANTEP,POINT (37.8963594466952 36.85311038836439),POINT (37.94403974442435 38.85260062479882)
2023-01,1,33,79,1,YALOVA,GAZIANTEP,POINT (37.8963594466952 36.85311038836439),POINT (29.38410522462258 40.63381462246071)
2023-01,1,37,1,1,ADANA,HATAY,POINT (36.50905200292296 36.28404837457669),POINT (35.82554894766164 37.874874940976625)
2023-01,1,39,7,1,ANKARA,ISPARTA,POINT (31.082856743467623 38.29823384232275),POINT (33.43507805455542 40.199201955939934)
2023-01,1,40,7,1,ANKARA,ISTANBUL,POINT (28.966126985906072 41.040226865149044),POINT (33.43507805455542 40.199201955939934)
2023-01,1,40,21,1,BURSA,ISTANBUL,POINT (28.966126985906072 41.040226865149044),POINT (29.078993631601847 40.16892946227833)
2023-01,1,40,27,1,DUZCE,ISTANBUL,POINT (28.966126985906072 41.040226865149044),POINT (31.180841601318992 40.81697072735935)
2023-01,1,40,33,1,GAZIANTEP,ISTANBUL,POINT (28.966126985906072 41.040226865149044),POINT (37.8963594466952 36.85311038836439)
2023-01,1,40,50,1,KIRKLARELI,ISTANBUL,POINT (28.966126985906072 41.040226865149044),POINT (27.836078103791817 41.620941628461125)
2023-01,1,40,52,2,KOCAELI,ISTANBUL,POINT (28.966126985906072 41.040226865149044),POINT (29.745013072029078 40.85994893376326)
2023-01,1,40,58,1,MERSIN,ISTANBUL,POINT (28.966126985906072 41.040226865149044),POINT (34.859415559296465 37.06386143110599)
2023-01,1,41,59,1,MUGLA,IZMIR,POINT (26.642010615410324 38.30207291826171),POINT (28.496173975983442 37.085974932093436)
2023-01,1,42,33,2,GAZIANTEP,KAHRAMANMARAS,POINT (36.55584985318895 38.08131458569416),POINT (37.8963594466952 36.85311038836439)
2023-01,1,42,64,2,OSMANIYE,KAHRAMANMARAS,POINT (36.55584985318895 38.08131458569416),POINT (36.118421721446666 37.404147307605996)
2023-01,1,43,23,1,CANKIRI,KARABUK,POINT (32.77416866699312 41.318877649958466),POINT (33.60457797364536 40.929901945525124)
2023-01,1,50,2,1,ADIYAMAN,KIRKLARELI,POINT (27.836078103791817 41.620941628461125),POINT (38.26626822575622 37.74943797377397)
2023-01,1,50,40,1,ISTANBUL,KIRKLARELI,POINT (27.836078103791817 41.620941628461125),POINT (28.966126985906072 41.040226865149044)
2023-01,1,52,40,2,ISTANBUL,KOCAELI,POINT (29.745013072029078 40.85994893376326),POINT (28.966126985906072 41.040226865149044)
2023-01,1,53,42,1,KAHRAMANMARAS,KONYA,POINT (32.88714497347114 38.69405100533909),POINT (36.55584985318895 38.08131458569416)
2023-01,1,56,12,1,BALIKESIR,MANISA,POINT (27.763258931735013 38.47889357137842),POINT (27.83494517750688 40.461627201359946)
2023-01,1,57,71,1,SIRNAK,MARDIN,POINT (41.3281408522345 37.18100385628339),POINT (42.43341479562584 37.535683182261764)
2023-01,1,62,7,1,ANKARA,NIGDE,POINT (34.809327005974254 38.12005572371855),POINT (33.43507805455542 40.199201955939934)
2023-01,1,64,42,2,KAHRAMANMARAS,OSMANIYE,POINT (36.118421721446666 37.404147307605996),POINT (36.55584985318895 38.08131458569416)
2023-01,1,65,31,1,ERZURUM,RIZE,POINT (40.77424737470464 40.962755167928805),POINT (41.31140104478999 40.08687288525)
2023-01,1,68,7,1,ANKARA,SANLIURFA,POINT (39.75759311603928 37.235060462645706),POINT (33.43507805455542 40.199201955939934)
2023-01,1,68,10,1,ARTVIN,SANLIURFA,POINT (39.75759311603928 37.235060462645706),POINT (41.53741179329381 40.85158700288236)
2023-01,1,68,18,1,BITLIS,SANLIURFA,POINT (39.75759311603928 37.235060462645706),POINT (42.509067475079604 38.15673413258248)
2023-01,1,68,33,2,GAZIANTEP,SANLIURFA,POINT (39.75759311603928 37.235060462645706),POINT (37.8963594466952 36.85311038836439)
2023-01,1,71,57,1,MARDIN,SIRNAK,POINT (42.43341479562584 37.535683182261764),POINT (41.3281408522345 37.18100385628339)
2023-01,1,79,50,1,KIRKLARELI,YALOVA,POINT (29.38410522462258 40.63381462246071),POINT (27.836078103791817 41.620941628461125)
2023-01,2,1,58,3,MERSIN,ADANA,POINT (35.82554894766164 37.874874940976625),POINT (34.859415559296465 37.06386143110599)
2023-01,2,1,64,1,OSMANIYE,ADANA,POINT (35.82554894766164 37.874874940976625),POINT (36.118421721446666 37.404147307605996)
2023-01,2,2,68,1,SANLIURFA,ADIYAMAN,POINT (38.26626822575622 37.74943797377397),POINT (39.75759311603928 37.235060462645706)
2023-01,2,5,33,1,GAZIANTEP,AKSARAY,POINT (33.937132291824796 38.40342884994016),POINT (37.8963594466952 36.85311038836439)
2023-01,2,12,7,1,ANKARA,BALIKESIR,POINT (27.83494517750688 40.461627201359946),POINT (33.43507805455542 40.199201955939934)
2023-01,2,21,58,1,MERSIN,BURSA,POINT (29.078993631601847 40.16892946227833),POINT (34.859415559296465 37.06386143110599)
2023-01,2,33,37,1,HATAY,GAZIANTEP,POINT (37.8963594466952 36.85311038836439),POINT (36.50905200292296 36.28404837457669)
2023-01,2,33,40,1,ISTANBUL,GAZIANTEP,POINT (37.8963594466952 36.85311038836439),POINT (28.966126985906072 41.040226865149044)
2023-01,2,33,48,1,KILIS,GAZIANTEP,POINT (37.8963594466952 36.85311038836439),POINT (37.10661942935145 36.75605237808039)
2023-01,2,33,52,1,KOCAELI,GAZIANTEP,POINT (37.8963594466952 36.85311038836439),POINT (29.745013072029078 40.85994893376326)
2023-01,2,33,68,3,SANLIURFA,GAZIANTEP,POINT (37.8963594466952 36.85311038836439),POINT (39.75759311603928 37.235060462645706)
2023-01,2,37,33,1,GAZIANTEP,HATAY,POINT (36.50905200292296 36.28404837457669),POINT (37.8963594466952 36.85311038836439)
2023-01,2,40,52,4,KOCAELI,ISTANBUL,POINT (28.966126985906072 41.040226865149044),POINT (29.745013072029078 40.85994893376326)
2023-01,2,40,79,1,YALOVA,ISTANBUL,POINT (28.966126985906072 41.040226865149044),POINT (29.38410522462258 40.63381462246071)
2023-01,2,48,33,2,GAZIANTEP,KILIS,POINT (37.10661942935145 36.75605237808039),POINT (37.8963594466952 36.85311038836439)
2023-01,2,52,40,3,ISTANBUL,KOCAELI,POINT (29.745013072029078 40.85994893376326),POINT (28.966126985906072 41.040226865149044)
2023-01,2,53,1,1,ADANA,KONYA,POINT (32.88714497347114 38.69405100533909),POINT (35.82554894766164 37.874874940976625)
2023-01,2,53,47,1,KAYSERI,KONYA,POINT (32.88714497347114 38.69405100533909),POINT (35.595686034008786 38.267067669049005)
2023-01,2,58,1,1,ADANA,MERSIN,POINT (34.859415559296465 37.06386143110599),POINT (35.82554894766164 37.874874940976625)
2023-01,2,58,21,1,BURSA,MERSIN,POINT (34.859415559296465 37.06386143110599),POINT (29.078993631601847 40.16892946227833)
2023-01,2,58,68,1,SANLIURFA,MERSIN,POINT (34.859415559296465 37.06386143110599),POINT (39.75759311603928 37.235060462645706)
2023-01,2,64,1,2,ADANA,OSMANIYE,POINT (36.118421721446666 37.404147307605996),POINT (35.82554894766164 37.874874940976625)
2023-01,2,68,33,4,GAZIANTEP,SANLIURFA,POINT (39.75759311603928 37.235060462645706),POINT (37.8963594466952 36.85311038836439)
2023-01,2,68,48,1,KILIS,SANLIURFA,POINT (39.75759311603928 37.235060462645706),POINT (37.10661942935145 36.75605237808039)
2023-01,2,73,40,1,ISTANBUL,TEKIRDAG,POINT (27.71629005242506 41.273565776357366),POINT (28.966126985906072 41.040226865149044)
2023-01,2,79,40,1,ISTANBUL,YALOVA,POINT (29.38410522462258 40.63381462246071),POINT (28.966126985906072 41.040226865149044)
2023-01,4,7,5,1,AKSARAY,ANKARA,POINT (33.43507805455542 40.199201955939934),POINT (33.937132291824796 38.40342884994016)
2023-02,1,1,8,1,ANTALYA,ADANA,POINT (35.82554894766164 37.874874940976625),POINT (30.479442947342882 36.829323916568484)
2023-02,1,1,64,1,OSMANIYE,ADANA,POINT (35.82554894766164 37.874874940976625),POINT (36.118421721446666 37.404147307605996)
2023-02,1,1,73,1,TEKIRDAG,ADANA,POINT (35.82554894766164 37.874874940976625),POINT (27.71629005242506 41.273565776357366)
2023-02,1,2,68,1,SANLIURFA,ADIYAMAN,POINT (38.26626822575622 37.74943797377397),POINT (39.75759311603928 37.235060462645706)
2023-02,1,3,53,1,KONYA,AFYONKARAHISAR,POINT (30.243694963429604 38.74724813828608),POINT (32.88714497347114 38.69405100533909)
2023-02,1,7,1,1,ADANA,ANKARA,POINT (33.43507805455542 40.199201955939934),POINT (35.82554894766164 37.874874940976625)
2023-02,1,7,27,1,DUZCE,ANKARA,POINT (33.43507805455542 40.199201955939934),POINT (31.180841601318992 40.81697072735935)
2023-02,1,7,49,1,KIRIKKALE,ANKARA,POINT (33.43507805455542 40.199201955939934),POINT (33.551238648832985 39.85254413533492)
2023-02,1,8,20,1,BURDUR,ANTALYA,POINT (30.479442947342882 36.829323916568484),POINT (30.20916069947111 37.62700008041415)
2023-02,1,12,56,1,MANISA,BALIKESIR,POINT (27.83494517750688 40.461627201359946),POINT (27.763258931735013 38.47889357137842)
2023-02,1,18,68,1,SANLIURFA,BITLIS,POINT (42.509067475079604 38.15673413258248),POINT (39.75759311603928 37.235060462645706)
2023-02,1,21,12,1,BALIKESIR,BURSA,POINT (29.078993631601847 40.16892946227833),POINT (27.83494517750688 40.461627201359946)
2023-02,1,21,40,1,ISTANBUL,BURSA,POINT (29.078993631601847 40.16892946227833),POINT (28.966126985906072 41.040226865149044)
2023-02,1,21,54,1,KUTAHYA,BURSA,POINT (29.078993631601847 40.16892946227833),POINT (30.079147082619098 39.4326918257573)
2023-02,1,23,43,1,KARABUK,CANKIRI,POINT (33.60457797364536 40.929901945525124),POINT (32.77416866699312 41.318877649958466)
2023-02,1,27,21,1,BURSA,DUZCE,POINT (31.180841601318992 40.81697072735935),POINT (29.078993631601847 40.16892946227833)
2023-02,1,27,40,1,ISTANBUL,DUZCE,POINT (31.180841601318992 40.81697072735935),POINT (28.966126985906072 41.040226865149044)
2023-02,1,33,2,1,ADIYAMAN,GAZIANTEP,POINT (37.8963594466952 36.85311038836439),POINT (38.26626822575622 37.74943797377397)
2023-02,1,33,40,1,ISTANBUL,GAZIANTEP,POINT (37.8963594466952 36.85311038836439),POINT (28.966126985906072 41.040226865149044)
2023-02,1,33,42,1,KAHRAMANMARAS,GAZIANTEP,POINT (37.8963594466952 36.85311038836439),POINT (36.55584985318895 38.08131458569416)
2023-02,1,33,68,1,SANLIURFA,GAZIANTEP,POINT (37.8963594466952 36.85311038836439),POINT (39.75759311603928 37.235060462645706)
2023-02,1,37,33,1,GAZIANTEP,HATAY,POINT (36.50905200292296 36.28404837457669),POINT (37.8963594466952 36.85311038836439)
2023-02,1,40,7,1,ANKARA,ISTANBUL,POINT (28.966126985906072 41.040226865149044),POINT (33.43507805455542 40.199201955939934)
2023-02,1,40,21,1,BURSA,ISTANBUL,POINT (28.966126985906072 41.040226865149044),POINT (29.078993631601847 40.16892946227833)
2023-02,1,40,27,1,DUZCE,ISTANBUL,POINT (28.966126985906072 41.040226865149044),POINT (31.180841601318992 40.81697072735935)
2023-02,1,40,50,1,KIRKLARELI,ISTANBUL,POINT (28.966126985906072 41.040226865149044),POINT (27.836078103791817 41.620941628461125)
2023-02,1,40,52,2,KOCAELI,ISTANBUL,POINT (28.966126985906072 41.040226865149044),POINT (29.745013072029078 40.85994893376326)
2023-02,1,40,58,1,MERSIN,ISTANBUL,POINT (28.966126985906072 41.040226865149044),POINT (34.859415559296465 37.06386143110599)
2023-02,1,42,64,1,OSMANIYE,KAHRAMANMARAS,POINT (36.55584985318895 38.08131458569416),POINT (36.118421721446666 37.404147307605996)
2023-02,1,43,23,1,CANKIRI,KARABUK,POINT (32.77416866699312 41.318877649958466),POINT (33.60457797364536 40.929901945525124)
2023-02,1,47,7,1,ANKARA,KAYSERI,POINT (35.595686034008786 38.267067669049005),POINT (33.43507805455542 40.199201955939934)
2023-02,1,52,40,1,ISTANBUL,KOCAELI,POINT (29.745013072029078 40.85994893376326),POINT (28.966126985906072 41.040226865149044)
2023-02,1,55,33,1,GAZIANTEP,MALATYA,POINT (37.94403974442435 38.85260062479882),POINT (37.8963594466952 36.85311038836439)
2023-02,1,58,1,1,ADANA,MERSIN,POINT (34.859415559296465 37.06386143110599),POINT (35.82554894766164 37.874874940976625)
2023-02,1,58,7,1,ANKARA,MERSIN,POINT (34.859415559296465 37.06386143110599),POINT (33.43507805455542 40.199201955939934)
2023-02,1,58,44,1,KARAMAN,MERSIN,POINT (34.859415559296465 37.06386143110599),POINT (33.22389241425802 37.17382739757733)
2023-02,1,59,21,1,BURSA,MUGLA,POINT (28.496173975983442 37.085974932093436),POINT (29.078993631601847 40.16892946227833)
2023-02,1,62,40,1,ISTANBUL,NIGDE,POINT (34.809327005974254 38.12005572371855),POINT (28.966126985906072 41.040226865149044)
2023-02,1,64,37,1,HATAY,OSMANIYE,POINT (36.118421721446666 37.404147307605996),POINT (36.50905200292296 36.28404837457669)
2023-02,1,64,42,1,KAHRAMANMARAS,OSMANIYE,POINT (36.118421721446666 37.404147307605996),POINT (36.55584985318895 38.08131458569416)
2023-02,1,64,58,1,MERSIN,OSMANIYE,POINT (36.118421721446666 37.404147307605996),POINT (34.859415559296465 37.06386143110599)
2023-02,1,68,33,1,GAZIANTEP,SANLIURFA,POINT (39.75759311603928 37.235060462645706),POINT (37.8963594466952 36.85311038836439)
2023-02,1,68,64,1,OSMANIYE,SANLIURFA,POINT (39.75759311603928 37.235060462645706),POINT (36.118421721446666 37.404147307605996)
2023-02,1,78,40,1,ISTANBUL,VAN,POINT (43.97701934329322 39.13596266919875),POINT (28.966126985906072 41.040226865149044)
2023-02,2,1,58,1,MERSIN,ADANA,POINT (35.82554894766164 37.874874940976625),POINT (34.859415559296465 37.06386143110599)
2023-02,2,1,64,1,OSMANIYE,ADANA,POINT (35.82554894766164 37.874874940976625),POINT (36.118421721446666 37.404147307605996)
